,Global Rank,Institution,Country,Sector
3744,833,Institute of Metal Physics Russian Academy of Sciences,RUS,Government
3745,833,Dalian Ocean University,CHN,Universities
3746,834,Horia Hulubei National Institute of Physics and Nuclear Engineering,ROU,Government
3747,835,Universidade Federal Rural de Pernambuco,BRA,Universities
3748,835,"Islamic Azad University, Shiraz Branch",IRN,Universities
3749,835,Shijiazhuang Tiedao University,CHN,Universities
3750,835,Universite Cheikh Anta Diop de Dakar,SEN,Universities
3751,835,Cape Peninsula University of Technology,ZAF,Universities
3752,835,University of Danang,VNM,Universities
3753,835,Beijing Information Science and Technology University,CHN,Universities
3754,836,Jember University,IDN,Universities
3755,836,Harbin University of Commerce,CHN,Universities
3756,836,Universidad de Antofagasta,CHL,Universities
3757,836,Linnaeus University,SWE,Universities
3758,836,Universite Abdelhamid Ibn Badis de Mostaganem,DZA,Universities
3759,836,Irkutsk State Technical University,RUS,Universities
3760,836,Sangmyung University,KOR,Universities
3761,836,Inner Mongolia Normal University,CHN,Universities
3762,836,Institute of Strength Physics and Materials Science Russian Academy of Sciences,RUS,Government
3763,837,PSG College of Technology,IND,Universities
3764,837,Universitas Negeri Sebelas Maret,IDN,Universities
3765,837,Dibrugarh University,IND,Universities
3766,837,Technische Universitat Bergakademie Freiberg,DEU,Universities
3767,837,Universidad Tecnica Federico Santa Maria *,CHL,Universities
3768,837,Institute of Spectroscopy Russian Academy of Sciences,RUS,Government
3769,837,Joint Institute for Nuclear Research,RUS,Government
3770,837,Samara University,RUS,Universities
3771,837,Loyola College,IND,Universities
3772,837,Pavol Jozef Safarik University in Kosice,SVK,Universities
3773,837,Russian Research Centre Kurchatov Institute,RUS,Government
3774,837,National Defense University,TWN,Universities
3775,838,National Metal and Materials Technology Center,THA,Government
3776,838,A.V. Topchiev Institute of Petrochemical Synthesis Russian Academy of Sciences,RUS,Government
3777,838,University of Waikato,NZL,Universities
3778,838,Centro Federal de Educacao Tecnologica de Minas Gerais,BRA,Universities
3779,838,Universidad Central de Venezuela,VEN,Universities
3780,838,National Technical University - Kharkiv Polytechnic Institute,UKR,Universities
3781,838,Universidad Juarez Autonoma de Tabasco,MEX,Universities
3782,838,Northeast Electric Power University,CHN,Universities
3783,839,Institute of Physiologically Active Compounds of Russian Academy of Sciences,RUS,Government
3784,839,National University of Pharmacy,UKR,Universities
3785,839,University of Zabol,IRN,Universities
3786,839,Prince Mohammad Bin Fahd University,SAU,Universities
3787,839,University of Western Macedonia,GRC,Universities
3788,839,Assam University,IND,Universities
3789,839,Academy of Romanian Scientists,ROU,Government
3790,839,Taiyuan Normal University,CHN,Universities
3791,839,Dicle University *,TUR,Universities
3792,840,Vikram Sarabhai Space Centre,IND,Government
3793,840,Universidad Autonoma de Baja California,MEX,Universities
3794,840,Pandit Ravishankar Shukla University,IND,Universities
3795,841,National University of Kaohsiung,TWN,Universities
3796,841,China National Offshore Oil Corp *,CHN,Companies
3797,841,Gaziantep University *,TUR,Universities
3798,841,Hunan Institute of Engineering,CHN,Universities
3799,841,Immanuel Kant Baltic Federal University,RUS,Universities
3800,841,"Islamic Azad University, East Tehran Branch",IRN,Universities
3801,841,South Valley University *,EGY,Universities
3802,841,Yogi Vemana University,IND,Universities
3803,841,Institute for Single Crystals National Academy of Sciences of Ukraine,UKR,Government
3804,841,Nuclear Materials Authority,EGY,Government
3805,841,Shaanxi University of Chinese Medicine,CHN,Universities
3806,841,Kakatiya University,IND,Universities
3807,841,Heze University,CHN,Universities
3808,841,University of Sistan and Baluchestan,IRN,Universities
3809,841,Xian Shiyou University,CHN,Universities
3810,842,University of Medicine and Pharmacy Craiova,ROU,Universities
3811,842,Carol Davila University of Medicine and Pharmacy,ROU,Universities
3812,842,Pakistan Institute of Engineering and Applied Sciences,PAK,Universities
3813,842,Laureate International Universities *,MUL,Universities
3814,842,Birla Institute of Technology,IND,Universities
3815,843,Landmark University,NGA,Universities
3816,843,"Universidad del Norte, Barranquilla *",COL,Universities
3817,844,University of Jammu,IND,Universities
3818,844,Arak University,IRN,Universities
3819,844,Universidad del Tolima,COL,Universities
3820,844,Kastamonu University,TUR,Universities
3821,844,University of Hail,SAU,Universities
3822,844,Andhra University,IND,Universities
3823,845,Malayer University,IRN,Universities
3824,845,Homi Bhabha National Institute,IND,Universities
3825,845,University Mutah,JOR,Universities
3826,845,Kurukshetra University,IND,Universities
3827,845,Inner Mongolia University of Technology,CHN,Universities
3828,846,Comissao Nacional de Energia Nuclear *,BRA,Government
3829,846,Perm National Research Polytechnic University,RUS,Universities
3830,846,"Instituto Nacional de Metrologia, Calidad y Tecnologia",BRA,Government
3831,846,Indian Space Research Organization *,IND,Government
3832,846,Inner Mongolia University of Science and Technology,CHN,Universities
3833,846,Sathyabama Institute of Science and Technology,IND,Universities
3834,846,Forman Christian College University,PAK,Universities
3835,846,Damghan University,IRN,Universities
3836,846,Academy of Sciences of Moldova *,MDA,Government
3837,847,Universite de Carthage *,TUN,Universities
3838,847,The Islamia University of Bahawalpur,PAK,Universities
3839,848,Universidade Federal de Itajuba,BRA,Universities
3840,848,Latvian Institute of Organic Synthesis,LVA,Government
3841,848,Universite Ibn Tofail *,MAR,Universities
3842,848,Institute of High Current Electronics Russian Academy of Sciences,RUS,Government
3843,848,Mustansiriyah University,IRQ,Universities
3844,848,University of Thi-Qar,IRQ,Universities
3845,848,G.A. Razuvaev Institute of Organometallic Chemistry Russian Academy of Sciences,RUS,Government
3846,848,Universidade de Caxias do Sul,BRA,Universities
3847,848,Tianjin Agricultural University,CHN,Universities
3848,848,Kazimierz Wielki University,POL,Universities
3849,849,Universite Mouloud Mammeri de Tizi Ouzou,DZA,Universities
3850,849,Universidad Veracruzana,MEX,Universities
3851,849,Universite Ferhat Abbas de Setif,DZA,Universities
3852,849,V.N. Karazin Kharkiv National University,UKR,Universities
3853,849,University of Bisha,SAU,Universities
3854,849,"Islamic Azad University, Ahvaz Branch",IRN,Universities
3855,849,University of Gujrat,PAK,Universities
3856,850,Diyala University,IRQ,Universities
3857,850,Universidad de Tarapaca,CHL,Universities
3858,850,"New York University, Shanghai",CHN,Universities
3859,850,Mahasarakham University,THA,Universities
3860,850,Institute of High-Temperature Electrochemistry Russian Academy of Sciences,RUS,Government
3861,850,Universite de Ngaoundere,CMR,Universities
3862,851,Meiji University,JPN,Universities
3863,851,Lampung University,IDN,Universities
3864,851,Institute for Medical Research and Occupational Health,HRV,Health
3865,851,Satbayev University,KAZ,Universities
3866,851,Institute of Chemistry of High-Purity Substances Russian Academy of Sciences,RUS,Government
3867,851,National Institute for Research and Development of Isotopic and Molecular Technologies,ROU,Government
3868,852,University of Raparin,IRQ,Universities
3869,852,Institution de la Recherche et de l'Enseignement Superieur Agricoles *,TUN,Government
3870,852,University Dunarea de Jos of Galati,ROU,Universities
3871,852,Moscow Power Engineering Institute - Technical University,RUS,Universities
3872,852,Far Eastern Federal University,RUS,Universities
3873,852,Cooperativa de Ensino Superior Politecnico e Universitario,PRT,Universities
3874,852,Covenant University,NGA,Universities
3875,852,Egyptian Drug Authority,EGY,Government
3876,852,Institute of Chemical Process Fundamentals of the ASCR,CZE,Government
3877,853,Shahrekord University,IRN,Universities
3878,853,Annamalai University,IND,Universities
3879,853,Naval University of Engineering,CHN,Universities
3880,853,Hubei University for Nationalities,CHN,Universities
3881,853,"Universidad Nacional de Ingenieria, Peru",PER,Universities
3882,853,Saha Institute of Nuclear Physics,IND,Government
3883,853,Batman University,TUR,Universities
3884,854,Zaozhuang University,CHN,Universities
3885,854,Nigde University,TUR,Universities
3886,854,Southern Ural State University,RUS,Universities
3887,854,Instituto de Fisica Enrique Gaviola,ARG,Government
3888,854,Shimon Peres Negev Nuclear Research Center,ISR,Government
3889,854,D. Mendeleev University of Chemical Technology ,RUS,Universities
3890,854,Institute of Applied Physics of Academy of Sciences of Moldova,MDA,Government
3891,854,King Abdullah City for Atomic and Renewable Energy,SAU,Government
3892,854,University of Chittagong,BGD,Universities
3893,854,Western Norway University of Applied Sciences,NOR,Universities
3894,854,Padjadjaran University,IDN,Universities
3895,855,Universitatea Lucian Blaga din Sibiu,ROU,Universities
3896,855,Cankiri Karatekin University,TUR,Universities
3897,855,"Jawaharlal Nehru Technological University, Hyderabad",IND,Universities
3898,855,Centro de Investigacion Cientifica de Yucatan,MEX,Government
3899,855,Indian Institute of Technology Bhubaneswar,IND,Universities
3900,855,Fayoum University *,EGY,Universities
3901,856,Adnan Menderes University,TUR,Universities
3902,856,Can Tho University,VNM,Universities
3903,856,Centro Atomico Bariloche,ARG,Government
3904,857,Japan Aerospace Exploration Agency,JPN,Government
3905,857,Islamia College Peshawar,PAK,Universities
3906,857,Al-Balqa Applied University,JOR,Universities
3907,857,University of the Pacific,USA,Universities
3908,857,Instituto Tecnologico de Celaya,MEX,Universities
3909,858,Hanseo University,KOR,Universities
3910,858,National Chiayi University,TWN,Universities
3911,858,Tambov State Technical University,RUS,Universities
3912,858,Chandigarh University,IND,Universities
3913,859,Universite des Sciences et de la Technologie d'Oran-Mohamed Boudiaf,DZA,Universities
3914,859,Ministry of Education,IRQ,Government
3915,859,Islamic University of Madinah,SAU,Universities
3916,860,North China University of Water Conservancy and Electric Power,CHN,Universities
3917,860,Universidade Regional do Cariri,BRA,Universities
3918,860,Chuo University,JPN,Universities
3919,860,University of Sadat City,EGY,Universities
3920,860,Krasnoyarsk Science Center of the Siberian Branch of the Russian Academy of Sciences,RUS,Government
3921,861,University of Zakho,IRQ,Universities
3922,861,Brawijaya University,IDN,Universities
3923,861,Institute of Physical Chemistry Romanian Academy,ROU,Government
3924,861,Ho Chi Minh City University of Technology,VNM,Universities
3925,861,Universidad Bernardo O'Higgins,CHL,Universities
3926,861,N.N. Blokhin Cancer Research Center of the Russian Academy of Medical Sciences,RUS,Health
3927,862,Usak University,TUR,Universities
3928,862,Sri Venkateswara College of Engineering,IND,Universities
3929,862,Obafemi Awolowo University,NGA,Universities
3930,862,Nanjing Institute of Technology,CHN,Universities
3931,862,Yarmouk University,JOR,Universities
3932,862,Universidade Federal do Triangulo Mineiro,BRA,Universities
3933,863,Trakya University,TUR,Universities
3934,863,Mustafa Kemal University *,TUR,Universities
3935,864,Heilongjiang Bayi Agricultural University,CHN,Universities
3936,864,Institute of Cytology and Genetics Russian Academy of Sciences,RUS,Government
3937,864,Vaal University of Technology,ZAF,Universities
3938,864,Belarusian State University,BLR,Universities
3939,864,Mehmet Akif Ersoy University,TUR,Universities
3940,865,China Institute of Atomic Energy,CHN,Government
3941,865,Universidade Estadual do Sudoeste da Bahia,BRA,Universities
3942,865,Hitit University,TUR,Universities
3943,865,Guangxi University of Science and Technology,CHN,Universities
3944,865,Indira Gandhi Centre for Atomic Research,IND,Government
3945,865,Imam Muhammad ibn Saud Islamic University,SAU,Universities
3946,866,Universidad Catolica del Norte,CHL,Universities
3947,866,Persian Gulf University,IRN,Universities
3948,866,Hubei University of Arts and Science,CHN,Universities
3949,866,"Islamic Azad University, South Tehran branch",IRN,Universities
3950,866,University of West Bohemia,CZE,Universities
3951,866,Beijing Union University,CHN,Universities
3952,866,Necmettin Erbakan University,TUR,Universities
3953,867,Cardinal Stefan Wyszynski University in Warsaw,POL,Universities
3954,867,Northern Arctic Federal University,RUS,Universities
3955,867,Plekhanov Russian University of Economics,RUS,Universities
3956,868,Universidade do Estado do Amazonas,BRA,Universities
3957,868,Chuvash State University,RUS,Universities
3958,868,G V Kurdyumov Institute for Metal Physics National Academy of Sciences of Ukraine,UKR,Government
3959,868,University of Jordan,JOR,Universities
3960,868,Symbiosis International University,IND,Universities
3961,868,University of Birjand,IRN,Universities
